scala.collection.immutable.Map$EmptyMap$::collect(Lscala/PartialFunction;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,2780
scala.collection.mutable.ArrayOps$ofRef::take(I)Ljava/lang/Object;,1448
scala.collection.generic.ParFactory$GenericCanCombineFrom::apply(Ljava/lang/Object;)Lscala/collection/mutable/Builder;,10
scala.collection.convert.Wrappers$JSetWrapper::iterator()Lscala/collection/Iterator;,9307
scala.collection.Iterator$$anon$12::hdDefined_$eq(Z)V,116604
scala.collection.immutable.VectorIterator::_hasNext()Z,1543648
scala.collection.concurrent.TrieMap::RDCSS_READ_ROOT(Z)Lscala/collection/concurrent/INode;,1433
scala/collection/GenSetLike::intersect$(Lscala/collection/GenSetLike;Lscala/collection/GenSet;)Ljava/lang/Object;,21381
scala.collection.immutable.HashMap$HashTrieMap::toSeq()Lscala/collection/Seq;,34
scala.collection.mutable.Stack$::apply(Lscala/collection/Seq;)Lscala/collection/GenTraversable;,145078
scala.collection.LinearSeqLike$$anon$1::next()Ljava/lang/Object;,1192660
scala/collection/Iterable::companion$(Lscala/collection/Iterable;)Lscala/collection/generic/GenericCompanion;,8747
scala.sys.SystemProperties::contains(Ljava/lang/Object;)Z,1365
scala.collection.mutable.RedBlackTree$::foreachNodeKeyNonNull(Lscala/collection/mutable/RedBlackTree$Node;Lscala/Function1;)V,8352
scala/collection/mutable/FlatHashTable::nnSizeMapAdd$(Lscala/collection/mutable/FlatHashTable;I)V,493865
scala.collection.immutable.Set$::empty()Lscala/collection/immutable/Set;,1158985
scala.collection.immutable.HashMap$EmptyHashMap$::isEmpty()Z,48848
scala.collection.immutable.HashMap$HashTrieMap$$anon$1::getElem(Ljava/lang/Object;)Lscala/Tuple2;,27947
scala.collection.mutable.HashTable$$anon$1::next()Lscala/collection/mutable/HashEntry;,23660
scala.collection.SeqLike$CombinationsItr::init()Lscala/Tuple3;,5456
scala.collection.immutable.Map$EmptyMap$::filter(Lscala/Function1;)Ljava/lang/Object;,8
scala.collection.immutable.RedBlackTree$::balanceLeft(ZLjava/lang/Object;Ljava/lang/Object;Lscala/collection/immutable/RedBlackTree$Tree;Lscala/collection/immutable/RedBlackTree$Tree;)Lscala/collection/immutable/RedBlackTree$Tree;,3
scala/collection/parallel/ParIterableLike::repr$(Lscala/collection/parallel/ParIterableLike;)Lscala/collection/parallel/ParIterable;,56
scala.collection.mutable.LinkedHashSet::add(Ljava/lang/Object;)Z,4145
scala.collection.immutable.Set$Set2::iterator()Lscala/collection/Iterator;,280
scala/collection/TraversableViewLike::map$(Lscala/collection/TraversableViewLike;Lscala/Function1;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,55
scala/collection/mutable/FlatHashTable::tableSizeSeed$(Lscala/collection/mutable/FlatHashTable;)I,170027
scala.collection.mutable.HashMap::findOrAddEntry(Ljava/lang/Object;Ljava/lang/Object;)Lscala/collection/mutable/HashEntry;,452626
scala.collection.BitSetLike$$anon$1::current_$eq(I)V,21443
scala.collection.immutable.Set$Set1::genericBuilder()Lscala/collection/mutable/Builder;,43876
scala/collection/TraversableOnce::mkString$(Lscala/collection/TraversableOnce;)Ljava/lang/String;,33211
scala.Enumeration$ValueSet::find(Lscala/Function1;)Lscala/Option;,2
scala.collection.Iterator$ConcatIterator::tail()Lscala/collection/Iterator$ConcatIteratorCell;,2970
scala.collection.mutable.LinkedHashSet::index(I)I,15476
scala.collection.mutable.LinkedHashMap::genericBuilder()Lscala/collection/mutable/Builder;,15824
scala.collection.mutable.ArrayOps$ofRef::collect(Lscala/PartialFunction;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,11690
scala.collection.mutable.LinkedHashSet::$minus$eq(Ljava/lang/Object;)Lscala/collection/mutable/SetLike;,54
scala.collection.immutable.MapLike$$anon$2::toMap(Lscala/Predef$$less$colon$less;)Lscala/collection/immutable/Map;,10
scala.collection.SeqLike$$anon$1::initWithContents(Lscala/collection/mutable/HashTable$Contents;)V,4642
scala.reflect.internal.Scopes$Scope::companion()Lscala/collection/generic/GenericCompanion;,1604
scala.collection.mutable.Stack::contains(Ljava/lang/Object;)Z,2140
scala.collection.mutable.HashMap::empty()Lscala/collection/mutable/HashMap;,14
scala.collection.TraversableOnce$$anonfun$addString$1::apply(Ljava/lang/Object;)Ljava/lang/Object;,11
