40151,scala.collection.immutable.Map$Map4::<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)V
39780,scala.collection.immutable.Set$Set4::<init>()V
37228,scala.collection.convert.Wrappers$JSetWrapper::<init>()V
34350,scala.collection.immutable.Range$Inclusive::<init>(III)V
32407,scala.collection.Iterator$$anon$10::<init>(Lscala/collection/Iterator;Lscala/Function1;)V
32407,scala.collection.Iterator$$anon$10::<init>()V
30692,scala.collection.immutable.HashSet::<init>()V
27570,scala.collection.generic.GenMapFactory$MapCanBuildFrom::<init>(Lscala/collection/generic/GenMapFactory;)V
26145,scala.collection.mutable.WrappedArray$ofByte::<init>()V
25043,scala.collection.immutable.MapLike$ImmutableDefaultKeySet::<init>(Lscala/collection/MapLike;)V
25043,scala.collection.immutable.MapLike$ImmutableDefaultKeySet::<init>(Lscala/collection/immutable/MapLike;)V
24029,scala.collection.immutable.WrappedString::<init>(Ljava/lang/String;)V
23398,scala.collection.immutable.Set$Set3::<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)V
22616,scala.collection.mutable.LinkedEntry::<init>(Ljava/lang/Object;Ljava/lang/Object;)V
20653,scala.collection.mutable.ArrayOps$ofInt::<init>([I)V
19868,scala.collection.MapLike$$anon$1::<init>(Lscala/collection/MapLike;)V
19868,scala.collection.MapLike$$anon$1::<init>()V
19425,scala.reflect.internal.SymbolPairs$Cursor$$anon$1::<init>()V
17804,scala.collection.mutable.AnyRefMap::<init>(Lscala/Function1;IZ)V
17505,scala.collection.mutable.TreeSet::<init>()V
15318,scala.collection.mutable.AnyRefMap$$anon$1::<init>(Lscala/collection/mutable/AnyRefMap;)V
13260,scala.collection.immutable.Set$Set4::<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)V
12519,scala.collection.mutable.FlatHashTable$$anon$1::<init>(Lscala/collection/mutable/FlatHashTable;)V
12519,scala.collection.mutable.FlatHashTable$$anon$1::<init>()V
11960,scala.collection.mutable.ArrayBuilder$ofInt::<init>()V
11605,scala.collection.SeqLike$$anon$1::<init>()V
9307,scala.collection.convert.Wrappers$JSetWrapper::<init>(Lscala/collection/convert/Wrappers;Ljava/util/Set;)V
9100,scala.collection.immutable.Stream$StreamBuilder::<init>()V
8982,scala.collection.mutable.LinkedHashMap$DefaultKeySet::<init>()V
7152,scala.collection.mutable.RedBlackTree$Node::<init>(Ljava/lang/Object;Ljava/lang/Object;ZLscala/collection/mutable/RedBlackTree$Node;Lscala/collection/mutable/RedBlackTree$Node;Lscala/collection/mutable/RedBlackTree$Node;)V
6927,scala.collection.immutable.MapLike$$anon$2::<init>()V
6573,scala.collection.immutable.MapLike$$anon$1::<init>()V
6385,scala.collection.package$$anon$1::<init>(Lscala/collection/generic/CanBuildFrom;)V
5672,scala.sys.SystemProperties::<init>()V
5456,scala.collection.SeqLike$CombinationsItr::<init>()V
5456,scala.collection.SeqLike$CombinationsItr::<init>(Lscala/collection/SeqLike;I)V
5262,scala.collection.TraversableOnce$$anon$2::<init>(Lscala/collection/TraversableOnce;)V
5240,scala.collection.mutable.HashTable$$anon$1::<init>()V
5240,scala.collection.mutable.HashTable$$anon$1::<init>(Lscala/collection/mutable/HashTable;)V
5229,scala.collection.mutable.WrappedArray$ofByte::<init>([B)V
4782,scala.collection.mutable.ArrayOps$ofChar::<init>([C)V
4751,scala.collection.mutable.ArrayOps$ofByte::<init>([B)V
4728,scala.collection.mutable.WrappedArrayBuilder::<init>(Lscala/reflect/ClassTag;)V
4518,scala/collection/DefaultMap::$init$(Lscala/collection/DefaultMap;)V
4513,scala.collection.immutable.Stream$StreamCanBuildFrom::<init>()V
4513,scala.collection.immutable.Stream$StreamCanBuildFrom::<init>(Lscala/collection/generic/GenTraversableFactory;)V
4500,scala/collection/immutable/DefaultMap::$init$(Lscala/collection/immutable/DefaultMap;)V
4288,scala.collection.MapLike$DefaultValuesIterable::<init>()V
3885,scala.reflect.internal.SymbolPairs$Cursor$$anon$1::<init>(Lscala/collection/mutable/HashTable$Contents;)V
3699,scala.collection.mutable.LinkedHashSet$Entry::<init>(Ljava/lang/Object;)V
3502,scala.collection.mutable.RedBlackTree$Tree::<init>(Lscala/collection/mutable/RedBlackTree$Node;I)V
3501,scala.collection.mutable.TreeSet::<init>(Lscala/collection/mutable/RedBlackTree$Tree;Lscala/math/Ordering;)V
3501,scala.collection.mutable.TreeSet::<init>(Lscala/math/Ordering;)V
3384,scala.util.matching.Regex$MatchIterator::<init>()V
3165,scala.collection.mutable.WrappedArray$ofInt::<init>()V
3076,scala.collection.mutable.HashMap$$anon$2::<init>()V
2994,scala.collection.mutable.LinkedHashMap$$anon$2::<init>()V
2994,scala.collection.mutable.LinkedHashMap$$anon$2::<init>(Lscala/collection/mutable/LinkedHashMap;)V
2994,scala.collection.mutable.LinkedHashMap$DefaultKeySet::<init>(Lscala/collection/MapLike;)V
2994,scala.collection.mutable.LinkedHashMap$DefaultKeySet::<init>(Lscala/collection/mutable/LinkedHashMap;)V
2704,scala.collection.mutable.LinkedHashMap$$anon$3::<init>(Lscala/collection/mutable/LinkedHashMap;)V
2704,scala.collection.mutable.LinkedHashMap$$anon$3::<init>()V
2608,scala.collection.convert.Wrappers$JCollectionWrapper::<init>()V
2530,scala.collection.mutable.ArrayBuilder$ofByte::<init>()V
2321,scala.collection.SeqLike$$anon$1::<init>(Lscala/collection/mutable/HashTable$Contents;)V
2321,scala.collection.SeqLike$$anon$1::<init>(Lscala/collection/SeqLike;)V
2309,scala.collection.immutable.MapLike$$anon$2::<init>(Lscala/collection/immutable/MapLike;Lscala/Function1;)V
2309,scala.collection.immutable.MapLike$$anon$2::<init>(Lscala/collection/MapLike;Lscala/Function1;)V
2275,scala.collection.mutable.WeakHashMap::<init>()V
2191,scala.collection.immutable.MapLike$$anon$1::<init>(Lscala/collection/immutable/MapLike;Lscala/Function1;)V
2191,scala.collection.immutable.MapLike$$anon$1::<init>(Lscala/collection/MapLike;Lscala/Function1;)V
2144,scala.collection.MapLike$DefaultValuesIterable::<init>(Lscala/collection/MapLike;)V
1710,scala.collection.mutable.Map$WithDefault::<init>()V
1538,scala.collection.mutable.HashMap$$anon$2::<init>(Lscala/collection/MapLike;)V
1538,scala.collection.mutable.HashMap$$anon$2::<init>(Lscala/collection/mutable/HashMap;)V
1406,scala.collection.Iterator$$anon$11::<init>(Lscala/collection/Iterator;Lscala/Function1;)V
1406,scala.collection.Iterator$$anon$11::<init>()V
1309,scala.collection.immutable.StringLike$$anon$1::<init>()V
1309,scala.collection.immutable.StringLike$$anon$1::<init>(Lscala/collection/immutable/StringLike;)V
1304,scala.collection.convert.Wrappers$JCollectionWrapper::<init>(Lscala/collection/convert/Wrappers;Ljava/util/Collection;)V
1209,scala.collection.mutable.LinkedHashMap$$anon$1::<init>(Lscala/collection/mutable/LinkedHashMap;)V
1209,scala.collection.mutable.LinkedHashMap$$anon$1::<init>()V
1189,scala.runtime.ScalaRunTime$$anon$1::<init>()V
1040,scala.collection.mutable.RedBlackTree$KeysIterator::<init>(Lscala/collection/mutable/RedBlackTree$Tree;Lscala/Option;Lscala/Option;Lscala/math/Ordering;)V
826,scala.collection.mutable.LinkedHashSet$$anon$1::<init>()V
826,scala.collection.mutable.LinkedHashSet$$anon$1::<init>(Lscala/collection/mutable/LinkedHashSet;)V
705,scala.collection.immutable.HashMap$HashTrieMap$$anon$1::<init>()V
705,scala.collection.immutable.HashMap$HashTrieMap$$anon$1::<init>([Lscala/collection/immutable/Iterable;)V
705,scala.collection.immutable.HashMap$HashTrieMap$$anon$1::<init>(Lscala/collection/immutable/HashMap$HashTrieMap;)V
687,scala.collection.concurrent.CNode::<init>()V
633,scala.collection.mutable.WrappedArray$ofInt::<init>([I)V
612,scala.collection.immutable.HashSet$HashTrieSet$$anon$1::<init>(Lscala/collection/immutable/HashSet$HashTrieSet;)V
612,scala.collection.immutable.HashSet$HashTrieSet$$anon$1::<init>([Lscala/collection/immutable/Iterable;)V
612,scala.collection.immutable.HashSet$HashTrieSet$$anon$1::<init>()V
608,scala/collection/convert/Wrappers$JMapWrapperLike::$init$(Lscala/collection/convert/Wrappers$JMapWrapperLike;)V
604,scala.collection.convert.Wrappers$JMapWrapper::<init>()V
594,scala.collection.Iterator$ConcatIteratorCell::<init>(Lscala/Function0;Lscala/collection/Iterator$ConcatIteratorCell;)V
594,scala.collection.Iterator$ConcatIterator::<init>(Lscala/collection/Iterator;)V
570,scala.collection.mutable.Map$WithDefault::<init>(Lscala/collection/mutable/Map;Lscala/Function1;)V
570,scala.collection.mutable.Map$WithDefault::<init>(Lscala/collection/Map;Lscala/Function1;)V
503,scala.collection.mutable.HashMap$$anon$4::<init>(Lscala/collection/mutable/HashMap;)V
503,scala.collection.mutable.HashMap$$anon$4::<init>()V
478,scala.runtime.ZippedTraversable2$$anon$1::<init>()V
455,scala.collection.mutable.WeakHashMap::<init>(Lscala/collection/convert/Wrappers;Ljava/util/Map;)V
356,scala.collection.Iterator$$anon$20::<init>()V
356,scala.collection.Iterator$$anon$20::<init>(Lscala/collection/Iterator;)V
337,scala.collection.immutable.StreamIterator$LazyCell::<init>(Lscala/collection/immutable/StreamIterator;Lscala/Function0;)V
336,scala.collection.BitSetLike$$anon$1::<init>(Lscala/collection/BitSetLike;I)V
336,scala.collection.BitSetLike$$anon$1::<init>()V
330,scala.Enumeration$ValueSet::<init>()V
324,scala.collection.immutable.BitSet$BitSet1::<init>()V
300,scala.collection.MapLike$DefaultKeySet::<init>()V
270,scala.collection.MapLike$$anon$2::<init>(Lscala/collection/MapLike;)V
270,scala.collection.MapLike$$anon$2::<init>()V
229,scala.collection.concurrent.CNode::<init>(I[Lscala/collection/concurrent/BasicNode;Lscala/collection/concurrent/Gen;)V
211,scala/collection/immutable/SortedSet::$init$(Lscala/collection/immutable/SortedSet;)V
205,scala.collection.mutable.WrappedArray$ofChar::<init>()V
182,scala.collection.Iterator$GroupedIterator::<init>()V
182,scala.collection.Iterator$GroupedIterator::<init>(Lscala/collection/Iterator;Lscala/collection/Iterator;II)V
168,scala.collection.mutable.AnyRefMap::<init>(I)V
164,scala.collection.concurrent.SNode::<init>(Ljava/lang/Object;Ljava/lang/Object;I)V
164,scala.collection.concurrent.SNode::<init>()V
151,scala.collection.convert.Wrappers$JMapWrapper::<init>(Lscala/collection/convert/Wrappers;Ljava/util/Map;)V
146,scala/collection/ViewMkString::$init$(Lscala/collection/ViewMkString;)V
146,scala/collection/TraversableViewLike::$init$(Lscala/collection/TraversableViewLike;)V
146,scala/collection/IterableViewLike::$init$(Lscala/collection/IterableViewLike;)V
134,scala.collection.mutable.ArrayOps$ofLong::<init>([J)V
132,scala.collection.convert.Wrappers$JMapWrapperLike$$anon$2::<init>()V
132,scala.collection.convert.Wrappers$JMapWrapperLike$$anon$2::<init>(Lscala/collection/convert/Wrappers$JMapWrapperLike;)V
119,scala.collection.mutable.StringBuilder::<init>(I)V
112,scala/collection/parallel/Tasks$WrappedTask::$init$(Lscala/collection/parallel/Tasks$WrappedTask;)V
112,scala.collection.parallel.AdaptiveWorkStealingForkJoinTasks$WrappedTask::<init>(Lscala/collection/parallel/AdaptiveWorkStealingForkJoinTasks;Lscala/collection/parallel/Task;)V
112,scala/collection/parallel/ForkJoinTasks$WrappedTask::$init$(Lscala/collection/parallel/ForkJoinTasks$WrappedTask;)V
112,scala/collection/parallel/Task::$init$(Lscala/collection/parallel/Task;)V
112,scala/collection/parallel/AdaptiveWorkStealingTasks$WrappedTask::$init$(Lscala/collection/parallel/AdaptiveWorkStealingTasks$WrappedTask;)V
110,scala.collection.concurrent.INode::<init>(Lscala/collection/concurrent/Gen;)V
108,scala.collection.immutable.Stream$ConsWrapper::<init>(Lscala/Function0;)V
105,scala.collection.parallel.mutable.ExposedArrayBuffer::<init>()V
104,scala.xml.UnprefixedAttribute::<init>()V
102,scala.xml.Text::<init>()V
100,scala.collection.MapLike$DefaultKeySet::<init>(Lscala/collection/MapLike;)V
86,scala.collection.convert.Wrappers$JEnumerationWrapper::<init>()V
86,scala.collection.convert.Wrappers$JEnumerationWrapper::<init>(Lscala/collection/convert/Wrappers;Ljava/util/Enumeration;)V
85,scala.reflect.internal.util.Statistics$QuantMap::<init>()V
83,scala.collection.TraversableLike$$anonfun$filter$1::<init>(Lscala/collection/mutable/Builder;Lscala/Function1;)V
82,scala.collection.mutable.StringBuilder::<init>(Ljava/lang/String;)V
81,scala.collection.immutable.BitSet$BitSet1::<init>(J)V
79,scala/collection/IterableViewLike$Transformed::$init$(Lscala/collection/IterableViewLike$Transformed;)V
79,scala/collection/TraversableViewLike$Transformed::$init$(Lscala/collection/TraversableViewLike$Transformed;)V
74,scala.collection.Iterator$$anon$7::<init>()V
74,scala.collection.Iterator$$anon$15::<init>()V
74,scala.collection.Iterator$$anon$15::<init>(Lscala/collection/Iterator;Lscala/Function1;)V
74,scala.collection.Iterator$$anon$7::<init>(Ljava/lang/Object;Lscala/Function1;)V
73,scala.collection.generic.Growable$$anonfun$$plus$plus$eq$1::<init>(Lscala/collection/generic/Growable;)V
72,scala.xml.NodeBuffer::<init>()V
70,scala.collection.generic.GenTraversableFactory$$anon$1::<init>(Lscala/collection/generic/GenTraversableFactory;)V
67,scala.collection.IterableView$$anon$1::<init>()V
67,scala.collection.IterableLike$$anon$1::<init>(Lscala/collection/IterableLike;)V
66,scala.xml.Elem::<init>()V
65,scala.collection.concurrent.INode::<init>()V
65,scala.collection.concurrent.INode::<init>(Lscala/collection/concurrent/MainNode;Lscala/collection/concurrent/Gen;)V
63,scala.xml.NodeSeq$$anon$1::<init>()V
59,scala/collection/parallel/ParIterableLike$StrictSplitterCheckTask::$init$(Lscala/collection/parallel/ParIterableLike$StrictSplitterCheckTask;)V
57,scala/collection/generic/DelegatedSignalling::$init$(Lscala/collection/generic/DelegatedSignalling;)V
57,scala/collection/parallel/AugmentedIterableIterator::$init$(Lscala/collection/parallel/AugmentedIterableIterator;)V
57,scala.collection.parallel.mutable.ParArray$ParArrayIterator::<init>(Lscala/collection/parallel/mutable/ParArray;II[Ljava/lang/Object;)V
57,scala/collection/parallel/ParIterableLike$Accessor::$init$(Lscala/collection/parallel/ParIterableLike$Accessor;)V
57,scala/collection/parallel/RemainsIterator::$init$(Lscala/collection/parallel/RemainsIterator;)V
57,scala/collection/parallel/IterableSplitter::$init$(Lscala/collection/parallel/IterableSplitter;)V
57,scala/collection/parallel/AugmentedSeqIterator::$init$(Lscala/collection/parallel/AugmentedSeqIterator;)V
57,scala/collection/parallel/SeqSplitter::$init$(Lscala/collection/parallel/SeqSplitter;)V
55,scala/collection/IterableViewLike$Mapped::$init$(Lscala/collection/IterableViewLike$Mapped;)V
55,scala.collection.IterableViewLike$$anon$4::<init>(Lscala/collection/IterableViewLike;Lscala/Function1;)V
55,scala.collection.IterableViewLike$$anon$4::<init>(Lscala/collection/IterableViewLike;)V
55,scala/collection/TraversableViewLike$Mapped::$init$(Lscala/collection/TraversableViewLike$Mapped;)V
