scala/collection/Seq::foreach(Lscala/Function1;)V from scala/reflect/internal/PrivateWithin::propagatePackageBoundary,1709
scala/collection/immutable/List::isEmpty()Z from sbt/internal/util/logic/Logic$::reduce0,9
scala/collection/Seq::map(Lscala/Function1;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object; from sbt/internal/util/Init::defaultSettings,11
scala/collection/mutable/Map::apply(Ljava/lang/Object;)Ljava/lang/Object; from scala/tools/nsc/transform/SpecializeTypes::$anonfun$specializeMember$1,1860
scala/collection/immutable/List::contains(Ljava/lang/Object;)Z from scala/tools/nsc/transform/SpecializeTypes::$anonfun$specializeMember$6,1808
scala/collection/immutable/List$::ReusableCBF()Lscala/collection/generic/GenTraversableFactory$GenericCanBuildFrom; from scala/tools/nsc/transform/UnCurry$UnCurryTransformer::$anonfun$transformFunction$1,599
scala/collection/LinearSeqOptimized::tail()Ljava/lang/Object; from scala/tools/nsc/typechecker/RefChecks$RefCheckTransformer::checkByNameRightAssociativeDef,6
scala/collection/immutable/Set::exists(Lscala/Function1;)Z from scala/tools/nsc/transform/patmat/Solving$CNF::doesFormulaExceedSize$1,2177
scala/collection/immutable/List::tail()Ljava/lang/Object; from scala/tools/nsc/transform/Constructors$TemplateTransformer$$anonfun$2::applyOrElse,1242
scala/collection/immutable/$colon$colon::<init>(Ljava/lang/Object;Lscala/collection/immutable/List;)V from scala/reflect/internal/Types$TypeRef::etaExpand,140
scala/collection/immutable/List::contains(Ljava/lang/Object;)Z from scala/tools/nsc/typechecker/Namers$Namer::loop$1,2498
scala/collection/mutable/ListBuffer::toList()Lscala/collection/immutable/List; from scala/tools/nsc/typechecker/SyntheticMethods::caseTemplateBody$1,265
scala/collection/LinearSeqOptimized::head()Ljava/lang/Object; from scala/reflect/internal/tpe/TypeConstraints$TypeConstraint::isWithinBounds,10188
scala/collection/immutable/Map::contains(Ljava/lang/Object;)Z from scala/tools/nsc/typechecker/Macros$MacroImplBinding$::unpickle,8
scala/collection/immutable/$colon$colon::<init>(Ljava/lang/Object;Lscala/collection/immutable/List;)V from scala/reflect/internal/tpe/GlbLubs::matchingRestypes,3
scala/collection/immutable/Nil$::$colon$colon(Ljava/lang/Object;)Lscala/collection/immutable/List; from sbt/compiler/Eval::augment,2
scala/collection/LinearSeqOptimized::head()Ljava/lang/Object; from scala/tools/nsc/transform/SpecializeTypes$NormalizedMember::typeBoundsIn,3777
scala/collection/immutable/StringOps::stripPrefix(Ljava/lang/String;)Ljava/lang/String; from sbt/librarymanagement/ArtifactFunctions::classifierType,55
scala/collection/immutable/Set$::apply(Lscala/collection/Seq;)Lscala/collection/GenTraversable; from scala/reflect/internal/StdNames$TermNames$raw$::<init>,4
scala/collection/immutable/Map::getOrElse(Ljava/lang/Object;Lscala/Function0;)Ljava/lang/Object; from scala/tools/nsc/settings/ScalaSettings::defaultClasspath,4
scala/collection/immutable/List::flatten(Lscala/Function1;)Lscala/collection/GenTraversable; from sbt/BasicCommands$::$anonfun$stashOnFailure$2,1
scala/collection/LinearSeqOptimized::head()Ljava/lang/Object; from scala/tools/nsc/typechecker/Infer$Inferencer::scala$tools$nsc$typechecker$Infer$Inferencer$$isApplicable,8
scala/collection/immutable/List::$colon$colon$colon(Lscala/collection/immutable/List;)Lscala/collection/immutable/List; from scala/tools/nsc/transform/LambdaLift$LambdaLifter::$anonfun$addFreeParams$6,82
scala/collection/immutable/$colon$colon::tl$access$1()Lscala/collection/immutable/List; from scala/tools/nsc/typechecker/Infer$Inferencer::eligibleForTupleConversion,10110
scala/collection/immutable/StringOps::head()Ljava/lang/Object; from sbt/librarymanagement/Configuration::<init>,24
scala/collection/mutable/HashMap::<init>()V from sbt/internal/Load$::$anonfun$loadUnit$1,2
scala/collection/LinearSeqOptimized::isEmpty()Z from scala/tools/nsc/transform/SpecializeTypes::$anonfun$specializations$6,1087
scala/collection/Iterator::next()Ljava/lang/Object; from scala/reflect/internal/transform/Erasure::intersectionDominator,351
